transaction_id,order_id,product_id,customer_id,employee_id,total_sales,quantity,discount
319,129,14,1435,35,318.29,10,0.48
320,110,55,1428,34,100.52,2,0.23
321,192,33,528,70,10.14,9,0.26
322,185,86,131,18,474.97,10,0.4
323,46,74,699,32,358.75,6,0.3
324,51,47,1982,6,466.99,1,0.07
325,174,79,949,91,495.65,5,0.47
326,190,62,783,70,62.92,6,0.46
327,29,2,29,37,340.85,9,0.45
328,170,8,1853,15,424.36,4,0.21
329,159,45,1539,47,483.01,1,0.21
330,11,81,21,29,456.08,8,0.22
331,92,12,979,26,151.94,10,0.0
332,34,77,1401,26,130.73,9,0.07
333,119,57,1801,25,306.86,4,0.18
334,109,23,555,66,308.55,10,0.02
335,13,98,1798,42,491.86,2,0.27
336,198,81,366,86,65.5,9,0.4
337,95,6,1790,55,239.65,4,0.37
338,108,96,1614,38,383.91,10,0.41
339,127,97,750,16,202.31,10,0.48
340,182,14,1853,35,140.23,2,0.04
341,130,47,1172,13,95.8,2,0.01
342,22,1,890,58,53.29,3,0.15
343,113,96,588,83,122.72,4,0.45
344,15,73,1812,80,184.22,7,0.2
345,44,6,1575,15,375.58,2,0.43
346,107,16,1711,50,368.03,6,0.47
347,198,65,896,45,458.52,8,0.07
348,81,92,860,73,358.88,3,0.39
349,116,97,398,93,298.98,4,0.41
350,119,24,1962,19,464.92,10,0.1
351,122,2,521,19,149.55,2,0.08
352,189,82,1849,76,199.64,8,0.44
353,34,15,1246,40,165.94,2,0.32
354,93,77,581,5,53.79,7,0.06
355,43,45,1089,61,401.02,2,0.39
356,74,84,8,63,272.39,9,0.37
357,57,9,234,15,96.65,9,0.46
358,169,1,1508,65,210.49,6,0.34
359,32,56,1804,68,441.02,10,0.44
360,195,66,318,30,96.98,4,0.19
361,14,29,211,96,79.32,1,0.07
362,164,56,1774,22,382.69,2,0.33
363,94,50,126,68,393.14,7,0.0
364,27,25,31,82,352.65,5,0.15
365,195,86,98,99,434.92,1,0.2
366,105,18,328,87,57.13,7,0.34
367,148,80,16,10,93.84,4,0.34
368,122,73,1705,70,188.06,7,0.33
369,63,49,1139,6,395.64,2,0.23
370,195,64,1168,32,323.69,8,0.43
371,103,12,117,17,412.65,10,0.17
372,164,26,288,85,280.95,6,0.0
373,159,77,979,86,112.64,8,0.49
374,76,13,467,22,422.65,3,0.47
375,28,1,948,20,154.51,8,0.36
376,106,47,894,14,224.86,10,0.48
377,142,60,35,19,81.09,6,0.06
378,55,79,1232,69,47.02,3,0.1
379,17,24,568,36,118.4,3,0.15
380,87,97,1516,64,355.95,5,0.06
381,87,1,820,21,32.21,7,0.14
382,144,41,1617,51,209.79,5,0.33
383,181,40,1427,58,109.84,4,0.34
384,199,35,235,12,330.91,2,0.34
385,129,5,1902,46,132.49,4,0.1
386,89,23,162,27,81.03,1,0.35
387,151,78,232,97,92.76,2,0.03
388,63,62,902,55,115.02,10,0.18
389,141,57,1939,30,477.58,6,0.42
390,181,7,553,42,361.26,4,0.43
391,112,20,717,99,428.96,6,0.41
392,87,28,531,19,393.67,7,0.07
393,37,34,518,20,403.72,4,0.27
394,31,71,1888,14,418.48,7,0.3
395,121,21,1699,60,336.37,7,0.02
396,42,76,589,33,314.12,1,0.47
397,32,38,302,84,163.22,1,0.28
398,47,10,1932,68,436.51,9,0.44
399,86,98,1873,61,54.52,10,0.21
400,113,21,882,73,219.89,9,0.36
401,131,89,1880,59,212.66,5,0.14
402,73,40,1370,68,18.93,9,0.22
403,8,40,244,90,408.68,2,0.34
404,62,77,1858,98,85.96,5,0.5
405,92,21,900,67,288.41,7,0.17
406,5,49,1419,87,202.71,1,0.18
407,13,56,1418,6,286.91,7,0.27
408,50,19,1788,31,328.71,8,0.17
409,161,40,620,18,128.43,4,0.5
410,109,19,1173,84,14.16,7,0.4
411,81,80,1096,62,364.52,2,0.14
412,158,90,132,15,286.16,5,0.46
413,76,34,1304,63,337.74,10,0.41
414,50,70,1993,67,268.99,2,0.31
415,176,18,804,75,490.85,2,0.14
416,130,69,1008,21,398.43,3,0.31
417,200,41,594,57,428.54,3,0.43
418,187,11,1367,20,65.05,4,0.27
419,143,41,922,45,52.21,3,0.04
420,88,33,1149,77,82.29,10,0.43
421,90,65,408,86,103.87,3,0.07
422,13,52,1198,71,261.77,3,0.04
423,116,31,442,1,455.26,10,0.42
424,30,17,1260,64,331.05,8,0.36
425,18,66,660,71,176.89,3,0.08
426,153,10,1401,74,413.44,1,0.08
427,51,94,559,40,343.66,7,0.41
428,156,4,1163,86,444.45,3,0.41
429,23,78,256,54,202.13,5,0.21
430,15,8,1167,82,110.67,3,0.49
431,41,15,1123,58,468.75,7,0.31
432,143,29,935,6,343.37,6,0.17
433,13,44,1140,51,233.12,5,0.22
434,62,3,212,96,102.42,10,0.35
435,184,74,1040,96,161.04,5,0.41
436,29,83,493,25,51.4,3,0.29
437,19,8,630,85,259.32,1,0.13
438,138,47,1440,74,117.59,7,0.44
439,148,88,593,69,78.49,4,0.3
440,128,1,995,67,180.58,6,0.25
441,88,33,459,53,313.71,4,0.48
442,78,99,53,49,51.57,2,0.13
443,58,96,1663,98,122.02,5,0.14
444,48,32,375,52,368.07,1,0.46
445,57,10,306,92,434.26,7,0.14
446,191,55,1554,7,158.33,4,0.32
447,40,84,1558,79,199.99,5,0.45
448,93,95,824,33,337.02,7,0.28
449,114,7,778,77,406.07,4,0.01
450,166,80,1768,12,185.32,5,0.29
451,199,9,1781,27,55.19,4,0.37
452,89,99,1206,98,319.22,2,0.08
453,154,70,601,69,343.69,4,0.06
454,127,23,1112,28,311.99,9,0.31
455,133,18,621,65,325.82,3,0.32
456,119,7,1745,5,145.94,8,0.46
457,79,50,1666,12,347.04,2,0.42
458,176,96,211,97,458.53,5,0.35
459,135,2,337,15,441.56,7,0.49
460,68,29,1292,25,390.42,1,0.0
461,7,44,1247,67,55.1,10,0.18
462,146,2,639,67,493.93,3,0.18
463,18,38,114,57,327.2,8,0.46
464,12,95,38,92,128.94,5,0.44
465,60,70,1782,6,433.03,5,0.18
466,118,74,453,12,165.11,3,0.08
467,124,1,1826,35,409.21,5,0.33
468,73,50,690,71,364.72,4,0.47
469,34,20,620,76,476.81,3,0.03
470,70,73,530,46,212.57,2,0.15
471,153,45,250,67,415.76,4,0.01
472,27,25,1646,45,206.75,8,0.08
473,80,7,86,75,32.72,5,0.42
474,197,64,875,91,128.7,8,0.0
475,32,80,1520,92,296.19,7,0.16
476,94,12,560,63,37.97,4,0.08
477,81,20,1500,72,476.34,9,0.19
478,119,2,902,92,40.34,10,0.35
479,159,14,966,14,287.05,2,0.21
480,126,86,60,43,438.82,10,0.08
481,145,39,738,18,43.1,3,0.15
482,137,33,168,35,220.29,7,0.32
483,169,70,339,33,470.74,2,0.08
484,66,66,267,47,226.06,2,0.02
485,126,97,774,84,371.69,4,0.05
486,40,56,69,49,267.88,4,0.39
487,160,83,16,67,176.81,3,0.23
488,116,50,555,100,427.15,9,0.12
489,197,21,8,87,441.46,8,0.3
490,177,58,1020,87,265.47,5,0.39
491,183,81,415,45,423.34,3,0.16
492,85,48,363,40,23.06,1,0.23
493,58,31,1718,17,464.77,9,0.48
494,19,10,217,54,60.31,1,0.38
495,167,41,249,10,447.39,3,0.02
496,24,71,159,12,333.99,10,0.26
497,79,66,730,26,425.89,4,0.29
498,54,18,1175,80,355.06,6,0.47
499,167,61,1126,73,90.97,5,0.19
500,156,6,640,76,203.92,7,0.41
501,168,88,713,5,279.5,5,0.34
502,2,95,1524,14,331.5,9,0.38
503,7,24,801,92,421.5,10,0.32
504,60,28,833,84,498.17,5,0.47
505,51,17,1119,15,310.61,6,0.5
506,106,73,1278,83,350.4,8,0.33
507,111,46,1642,66,478.1,3,0.27
508,92,21,1004,8,350.03,4,0.09
509,64,5,498,20,44.97,5,0.32
510,151,56,1748,29,176.59,2,0.1
511,118,69,1238,81,50.19,2,0.15
512,73,62,620,61,444.67,8,0.22
513,21,27,1751,37,44.25,8,0.15
514,35,29,884,76,87.39,4,0.38
515,114,64,1416,95,91.7,3,0.12
516,53,61,81,38,280.02,4,0.21
517,124,56,1279,52,436.78,3,0.37
518,187,70,1326,28,94.58,2,0.11
519,48,47,1356,50,486.64,3,0.31
520,108,5,1600,81,481.76,3,0.18
521,160,16,1260,3,308.18,10,0.39
522,42,54,1735,97,18.44,10,0.35
523,33,37,350,30,330.26,3,0.35
524,51,83,250,5,274.73,10,0.33
525,56,23,1589,75,473.84,2,0.41
526,63,45,692,81,379.95,2,0.17
527,134,15,140,81,304.7,8,0.42
528,31,79,243,22,467.77,6,0.23
529,166,26,1596,66,397.58,2,0.42
530,61,86,1119,96,108.53,2,0.28
531,94,81,835,18,158.09,2,0.13
532,73,63,1801,38,428.41,9,0.46
533,40,57,1839,52,327.1,10,0.44
534,62,100,184,14,298.59,10,0.26
535,187,56,48,36,148.28,8,0.35
536,124,98,81,48,430.28,8,0.46
537,1,81,1724,55,46.08,3,0.06
538,9,23,248,82,145.61,1,0.21
539,96,42,438,37,220.18,6,0.34
540,73,34,167,81,428.75,5,0.43
541,3,32,257,95,56.79,3,0.33
542,14,30,41,23,207.46,4,0.35
543,115,52,57,100,459.95,4,0.47
544,85,42,773,73,357.72,8,0.04
545,32,87,1105,35,178.8,2,0.19
546,40,85,318,10,498.53,9,0.44
547,54,32,1378,85,273.03,3,0.49
548,25,31,1945,29,446.65,6,0.28
549,18,57,1959,68,230.88,1,0.04
550,187,9,1522,8,470.32,4,0.3
551,118,40,1111,23,264.54,1,0.18
552,116,61,353,39,174.85,7,0.48
553,157,46,1386,11,106.82,1,0.32
554,84,1,131,3,255.61,2,0.08
555,95,74,1583,23,47.71,1,0.0
556,48,25,1518,57,438.86,10,0.09
557,74,56,1383,41,84.35,10,0.22
558,80,75,792,93,53.81,1,0.09
559,155,43,445,74,130.49,2,0.42
560,26,13,504,90,37.22,10,0.42
561,173,5,517,61,377.36,3,0.47
562,99,2,1591,77,343.05,10,0.31
563,184,3,600,31,292.63,1,0.12
564,92,79,665,18,174.09,5,0.27
565,101,88,687,34,274.49,6,0.5
566,180,76,1882,9,390.06,1,0.38
567,170,32,669,58,33.95,4,0.46
568,125,92,1861,67,301.81,7,0.22
569,48,73,1279,100,138.37,5,0.09
570,62,96,37,39,472.27,9,0.1
571,122,52,1271,62,312.37,5,0.23
572,195,49,1225,65,237.37,5,0.31
573,185,76,967,55,241.72,5,0.21
574,49,55,1101,75,122.04,3,0.26
575,180,55,1511,76,344.61,4,0.44
576,93,23,1221,87,265.07,4,0.37
577,182,69,1515,50,134.62,8,0.33
578,141,74,1432,66,240.16,1,0.04
579,46,94,342,97,187.51,5,0.33
580,104,32,1338,26,449.92,4,0.05
581,38,45,1259,32,223.61,1,0.27
582,131,1,740,48,403.81,8,0.39
583,142,23,1229,70,273.26,7,0.1
584,127,88,1383,5,50.74,4,0.17
585,43,29,42,88,369.0,6,0.5
586,8,39,1824,65,275.61,7,0.21
587,102,3,212,83,75.84,7,0.07
588,80,57,1218,9,276.5,8,0.17
589,182,45,165,42,386.58,5,0.22
590,186,77,205,61,374.14,8,0.16
591,158,72,63,46,478.8,3,0.25
592,7,14,1921,27,337.35,1,0.14
593,159,89,824,13,45.49,3,0.42
594,86,84,169,34,165.85,3,0.07
595,70,12,1086,23,497.47,4,0.04
596,162,88,358,65,339.63,1,0.19
597,105,19,1500,32,179.17,10,0.29
598,130,2,264,30,136.3,2,0.24
599,169,58,1843,6,193.24,5,0.09
600,182,60,1748,80,406.05,1,0.48
601,130,5,1555,82,463.64,7,0.33
602,100,43,1346,20,428.12,8,0.44
603,58,30,1034,42,443.91,1,0.48
604,80,49,76,70,421.33,4,0.46
605,177,16,1385,67,289.71,4,0.24
606,113,33,1994,38,49.46,1,0.13
607,20,50,990,97,100.22,6,0.42
608,141,97,1323,89,389.13,4,0.35
609,141,65,763,37,172.46,1,0.37
610,155,3,1702,59,38.2,4,0.43
611,177,35,1478,73,54.07,9,0.39
612,79,38,1634,11,38.0,9,0.19
613,136,86,1294,49,296.03,2,0.23
614,37,62,1321,10,65.35,3,0.24
615,82,14,131,76,338.36,10,0.27
616,72,93,787,94,200.25,6,0.16
617,110,75,125,34,287.18,10,0.41
618,158,66,938,61,304.5,4,0.45
619,151,67,987,86,457.18,1,0.29
620,41,12,493,6,476.27,9,0.39
621,27,70,686,80,234.8,10,0.49
622,180,96,1457,70,164.13,3,0.45
623,152,47,982,72,299.09,6,0.14
624,118,32,1552,38,122.51,3,0.02
625,27,93,1556,19,165.25,1,0.37
626,75,31,871,7,353.4,9,0.25
627,190,49,1672,54,451.38,10,0.29
628,169,19,625,20,312.85,6,0.2
629,124,9,1152,58,31.67,1,0.38
630,78,5,1511,87,323.96,8,0.48
631,101,2,1786,54,494.23,4,0.49
632,114,94,693,58,11.01,9,0.45
633,98,47,945,68,218.84,6,0.32
634,198,44,445,50,224.65,6,0.34
635,111,31,47,55,221.15,9,0.32
636,88,92,1835,14,15.66,6,0.25
637,174,55,990,34,124.32,9,0.07
638,19,78,1598,1,292.3,2,0.18
639,164,91,112,65,33.79,5,0.21
640,80,34,1342,13,236.76,7,0.07
641,91,44,310,8,275.04,7,0.25
642,191,50,370,5,20.63,10,0.23
643,179,18,1344,39,328.53,6,0.32
644,62,76,473,84,443.72,3,0.2
645,189,69,847,59,151.53,9,0.19
646,2,8,87,38,302.29,4,0.32
647,31,17,1597,82,496.31,1,0.17
648,61,13,1030,29,476.22,10,0.27
649,147,39,962,73,488.36,3,0.14
650,40,30,1737,34,354.81,9,0.37
651,23,35,533,37,129.72,6,0.35
652,67,3,846,7,147.91,6,0.48
653,37,98,1333,38,418.57,4,0.1
654,100,78,968,53,266.08,9,0.07
655,165,9,296,94,168.15,4,0.49
656,84,51,796,10,187.75,7,0.42
657,160,37,1827,7,226.59,5,0.02
658,52,97,360,68,475.48,4,0.22
659,106,24,1161,24,36.51,1,0.21
660,165,14,1584,9,438.02,6,0.46
661,70,44,824,82,216.56,2,0.02
662,45,51,1220,71,408.97,8,0.11
663,141,67,912,61,120.37,6,0.11
664,182,54,500,24,103.31,10,0.43
665,154,42,689,99,239.77,5,0.07
666,182,52,1479,91,262.38,3,0.33
667,158,62,658,34,337.29,3,0.37
668,52,19,1805,28,101.42,4,0.06
669,144,5,805,69,435.47,1,0.48
670,177,23,335,32,431.23,5,0.46
671,155,68,1508,17,164.34,8,0.39
672,37,89,382,73,272.09,6,0.13
673,150,39,1575,34,252.46,2,0.18
674,128,82,607,73,57.85,9,0.12
675,123,40,1427,86,481.19,4,0.29
676,184,76,465,56,117.02,10,0.06
677,47,23,478,45,423.46,2,0.47
678,54,57,110,71,218.94,4,0.42
679,190,57,1839,4,347.16,8,0.07
680,102,21,1552,37,293.8,3,0.37
